[1.0, 0.8301486199575372]
[1.0, 0.8301486199575372]
[0.9978768577494692, 0.8365180467091295]
[0.9660297239915074, 0.8343949044585988]
[0.9299363057324841, 0.8152866242038217]
[0.7919320594479831, 0.6900212314225053]
[0.9745222929936306, 0.8428874734607219]
[0.9681528662420382, 0.8343949044585988]
[0.9384288747346072, 0.8174097664543525]
[0.861995753715499, 0.7813163481953291]
[0.7919320594479831, 0.7006369426751592]
[0.2505307855626327, 0.14012738853503184]
[0.9447983014861996, 0.821656050955414]
[0.9363057324840764, 0.8131634819532909]
[0.9023354564755839, 0.8004246284501062]
[0.8004246284501062, 0.7133757961783439]
[0.6666666666666666, 0.46284501061571126]
[0.21656050955414013, 0.12314225053078556]
[1.0, 0.8301486199575372]
[1.0, 0.8301486199575372]
[1.0, 0.8301486199575372]
[1.0, 0.8301486199575372]
[1.0, 0.8301486199575372]
[0.9787685774946921, 0.832271762208068]
[1.0, 0.8386411889596603]
[0.9978768577494692, 0.8428874734607219]
[0.9872611464968153, 0.8386411889596603]
[0.9447983014861996, 0.821656050955414]
[0.9023354564755839, 0.8004246284501062]
[0.7409766454352441, 0.535031847133758]
[0.970276008492569, 0.832271762208068]
[0.9617834394904459, 0.8259023354564756]
[0.9363057324840764, 0.8174097664543525]
[0.8428874734607219, 0.7579617834394905]
[0.7791932059447984, 0.6475583864118896]
[0.21656050955414013, 0.12526539278131635]
