max_features,max_depth,n_estimators,train accuracy,test accuracy
0.01,500,0.6305732484076433,0.5583864118895966
0.01,750,0.6496815286624203,0.5711252653927813
0.01,1000,0.6539278131634819,0.5817409766454352
0.01,2000,0.6751592356687898,0.5626326963906582
0.1,500,0.7346072186836518,0.564755838641189
0.1,750,0.7452229299363057,0.5817409766454352
0.1,1000,0.7537154989384289,0.5923566878980892
0.1,2000,0.7898089171974523,0.5987261146496815
0.25,500,0.8428874734607219,0.6242038216560509
0.25,750,0.8492569002123143,0.6263269639065817
0.25,1000,0.8386411889596603,0.6284501061571125
0.25,2000,0.8471337579617835,0.6539278131634819
0.5,500,0.821656050955414,0.6220806794055201
0.5,750,0.8428874734607219,0.6369426751592356
0.5,1000,0.851380042462845,0.6454352441613588
0.5,2000,0.861995753715499,0.6475583864118896
